Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
Kauno m. sav.;2015-05-12;15:41:00;2;0;1;2;1;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1959-03-10;0;;;;Neblaivus
Kauno m. sav.;2015-05-12;16:52:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1980-01-03;0;Uzsegtas;Atitinka;13;Blaivus
Kauno m. sav.;2015-05-15;23:09:00;4;0;3;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesi nuokalne;0;;;Automobilio vairuotojas;Vyras;1970-10-23;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-05-16;04:50:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1988-05-17;0;Uzsegtas;Atitinka;7;Neblaivus
Kauno m. sav.;2015-05-19;14:55:00;3;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1942-04-11;0;Uzsegtas;Atitinka;47;Blaivus
Kauno m. sav.;2015-05-19;16:01:00;3;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1992-02-23;0;Uzsegtas;Atitinka;5;Blaivus
Kauno m. sav.;2015-05-21;15:25:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1991-02-22;0;Uzsegtas;Atitinka;6;Blaivus
Kauno m. sav.;2015-05-26;09:00:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1961-03-23;0;Uzsegtas;Atitinka;30;Blaivus
Kauno m. sav.;2015-05-26;12:34:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-03-23;0;Uzsegtas;Atitinka;4;Blaivus
Kauno m. sav.;2015-05-26;13:20:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1964-10-25;0;Uzsegtas;Atitinka;31;Blaivus
Kauno m. sav.;2015-05-27;12:33:00;2;0;1;1;0;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1976-06-10;0;Uzsegtas;Atitinka;16;Blaivus
Kauno m. sav.;2015-05-28;13:41:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1987-06-13;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-05-29;19:30:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1995-01-08;0;Uzsegtas;Atitinka;2;Blaivus
Kauno m. sav.;2015-05-31;12:50:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1978-08-03;0;Uzsegtas;Atitinka;19;Blaivus
Kauno m. sav.;2015-06-04;18:00:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1988-05-12;0;Uzsegtas;Atitinka;9;Blaivus
Kauno m. sav.;2015-06-04;18:45:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1985-08-30;0;Uzsegtas;Atitinka;11;Blaivus
Kauno m. sav.;2015-06-05;08:00:00;2;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1989-11-20;0;Uzsegtas;Atitinka;5;Blaivus
Kauno m. sav.;2015-06-05;12:05:00;2;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1985-05-31;0;Uzsegtas;Atitinka;7;Blaivus
Kauno m. sav.;2015-06-06;16:20:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1994-06-02;0;Uzsegtas;Atitinka;2;Blaivus
Kauno m. sav.;2015-06-08;07:30:45;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;;;;;;;
Kauno m. sav.;2015-06-08;10:50:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1958-03-21;0;;;;Neblaivus
Kauno m. sav.;2015-06-10;14:00:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1975-07-14;0;;Atitinka;16;Blaivus
Kauno m. sav.;2015-06-10;17:30:00;3;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1982-06-02;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-06-11;18:53:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1999-10-10;0;;Atitinka;1;Blaivus
Kauno m. sav.;2015-06-12;12:05:00;2;0;1;1;1;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1955-08-16;0;;Atitinka;15;Blaivus
Kauno m. sav.;2015-06-12;15:30:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1957-11-16;0;Uzsegtas;Atitinka;12;Blaivus
Kauno m. sav.;2015-06-14;16:00:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1985-08-17;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-06-15;09:30:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1969-10-25;0;Uzsegtas;Atitinka;4;Blaivus
Kauno m. sav.;2015-06-15;12:30:00;3;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1949-09-23;0;Uzsegtas;Atitinka;5;Blaivus
Kauno m. sav.;2015-06-15;15:50:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Moteris;1977-11-19;0;;;;Blaivus
Kauno m. sav.;2015-06-15;17:20:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Mopedo vairuotojas;Vyras;1961-07-31;0;;Neturi teises vairuoti;;Blaivus
Kauno m. sav.;2015-06-15;20:11:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1982-04-15;0;Uzsegtas;Atitinka;13;Blaivus
Kauno m. sav.;2015-06-17;02:35:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1996-01-01;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-06-17;18:10:00;7;0;6;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1975-03-06;0;;Atitinka;7;Blaivus
Kauno m. sav.;2015-06-17;18:50:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1996-02-11;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-06-18;11:35:00;3;0;1;1;0;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Kiti;Vyras;1964-05-07;0;;;;Blaivus
Kauno m. sav.;2015-06-19;14:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1947-09-03;0;Uzsegtas;Atitinka;40;Blaivus
Kauno m. sav.;2015-06-19;15:45:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1987-11-09;0;Uzsegtas;Atitinka;7;Blaivus
Kauno m. sav.;2015-06-21;13:14:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Vyras;1984-02-01;0;;;;Atsisake buti patikrintas
Kauno m. sav.;2015-06-22;07:30:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1983-05-04;0;;Atitinka;12;Blaivus
Kauno m. sav.;2015-06-23;12:10:00;3;0;1;6;4;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesi nuokalne;1;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Vyras;1984-03-12;0;Uzsegtas;Atitinka;7;Blaivus
Kauno m. sav.;2015-06-23;21:37:00;3;0;1;2;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;;;0;;Atitinka;0;Blaivus
Kauno m. sav.;2015-06-26;07:45:00;2;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Dviracio vairuotojas;Vyras;1996-02-24;0;;;;Blaivus
Kauno m. sav.;2015-07-02;20:27:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1958-05-07;0;Uzsegtas;Atitinka;38;Blaivus
Kauno m. sav.;2015-07-03;18:36:00;5;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-11-17;0;Uzsegtas;Atitinka;13;Blaivus
Kauno m. sav.;2015-07-05;03:49:00;2;0;1;1;1;Vietiniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-01-08;0;Uzsegtas;Atitinka;4;Neblaivus
Kauno m. sav.;2015-07-06;14:40:00;2;0;1;1;0;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1968-01-09;0;Uzsegtas;Atitinka;20;Blaivus
Kauno m. sav.;2015-07-06;20:13:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1965-03-22;0;Uzsegtas;Atitinka;22;Blaivus
Kauno m. sav.;2015-07-08;10:50:00;3;0;2;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1982-03-21;0;Uzsegtas;Atitinka;13;Blaivus
Kauno m. sav.;2015-07-08;18:15:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1993-06-15;0;Uzsegtas;Atitinka;4;Blaivus
Kauno m. sav.;2015-07-08;20:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;2000-01-06;0;;;;Blaivus
Kauno m. sav.;2015-07-10;08:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1945-05-26;0;Uzsegtas;Atitinka;39;Blaivus
Kauno m. sav.;2015-07-10;15:25:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Pesciasis;Vyras;1991-06-01;0;;;;Blaivus
Kauno m. sav.;2015-07-10;18:14:00;5;0;2;4;4;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Vyras;1996-04-23;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-07-13;13:00:00;2;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1963-04-30;0;Uzsegtas;Atitinka;24;Blaivus
Kauno m. sav.;2015-07-15;09:42:00;2;0;1;2;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;;;;;;;;
Kauno m. sav.;2015-07-15;10:00:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1981-05-01;0;Uzsegtas;Atitinka;8;Blaivus
Kauno m. sav.;2015-07-16;17:00:00;3;0;2;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1968-03-27;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-07-16;17:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1995-06-02;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-07-20;18:50:00;6;0;3;4;4;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1983-04-08;0;Uzsegtas;Atitinka;12;Neblaivus
Kauno m. sav.;2015-07-22;17:00:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1995-07-16;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-07-23;15:00:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1992-10-17;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-07-24;18:30:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1962-06-24;0;Uzsegtas;Atitinka;45;Blaivus
Kauno m. sav.;2015-07-26;14:00:00;2;0;2;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-05-03;0;Uzsegtas;Atitinka;6;Blaivus
Kauno m. sav.;2015-07-26;22:03:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1987-07-17;0;;Atitinka;10;Blaivus
Kauno m. sav.;2015-07-27;06:25:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1953-02-22;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-07-30;11:37:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1959-04-03;0;;;;Neblaivus
Kauno m. sav.;2015-07-30;17:00:00;4;0;4;3;3;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1961-07-14;0;Uzsegtas;Atitinka;35;Blaivus
Kauno m. sav.;2015-08-04;09:43:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1976-07-01;0;;Atitinka;0;Blaivus
Kauno m. sav.;2015-08-07;15:00:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1995-04-03;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-08-08;18:21:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;Vyras;1999-04-29;0;;Neturi teises vairuoti;;Blaivus
Kauno m. sav.;2015-08-09;14:40:00;3;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1964-07-15;0;Uzsegtas;Atitinka;29;Blaivus
Kauno m. sav.;2015-08-10;16:10:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1954-06-02;0;Uzsegtas;Atitinka;37;Neblaivus
Kauno m. sav.;2015-08-14;15:50:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1971-03-23;0;Uzsegtas;Atitinka;14;Blaivus
Kauno m. sav.;2015-08-14;18:05:00;3;0;1;3;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1981-10-11;0;Uzsegtas;Atitinka;10;Blaivus
Kauno m. sav.;2015-08-15;14:10:00;5;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1990-01-18;0;Uzsegtas;Atitinka;9;Blaivus
Kauno m. sav.;2015-08-15;17:00:00;1;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1965-05-05;0;;Neturi teises vairuoti;;Neblaivus
Kauno m. sav.;2015-08-17;12:52:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi ikalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1990-04-03;0;Uzsegtas;Atitinka;7;Blaivus
Kauno m. sav.;2015-08-18;09:35:00;1;0;1;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Vingiuota nuokalne;1;;;Automobilio vairuotojas;Vyras;1995-04-28;0;Uzsegtas;Atitinka;2;Blaivus
Kauno m. sav.;2015-08-19;18:08:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1956-10-29;0;Uzsegtas;Atitinka;18;Blaivus
Kauno m. sav.;2015-08-23;21:12:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1963-05-24;0;Uzsegtas;Atitinka;18;Blaivus
Kauno m. sav.;2015-08-24;08:45:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1969-02-19;0;;Atitinka;10;Blaivus
Kauno m. sav.;2015-08-26;10:08:00;3;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1961-08-22;0;Uzsegtas;Atitinka;10;Blaivus
Kauno m. sav.;2015-08-28;14:30:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1990-04-13;0;Uzsegtas;Atitinka;7;Blaivus
Kauno m. sav.;2015-08-29;10:10:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1979-11-02;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Kauno m. sav.;2015-08-30;22:40:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1969-03-04;0;Uzsegtas;Atitinka;28;Blaivus
Kauno m. sav.;2015-09-02;07:32:00;3;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;;;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-09-02;08:14:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1978-12-18;0;Uzsegtas;Atitinka;18;Blaivus
Kauno m. sav.;2015-09-02;21:40:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Vingiuota ikalne;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1995-08-15;0;Uzsegtas;Atitinka;1;Blaivus
Kauno m. sav.;2015-09-03;07:17:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1965-09-18;0;Uzsegtas;Atitinka;30;Blaivus
Kauno m. sav.;2015-09-03;14:50:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1963-07-02;0;Uzsegtas;Atitinka;20;Blaivus
Kauno m. sav.;2015-09-04;17:00:00;2;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1988-04-14;0;Uzsegtas;Atitinka;10;Blaivus
Kauno m. sav.;2015-09-05;00:05:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1996-08-10;0;Uzsegtas;Atitinka;0;Blaivus
Kauno m. sav.;2015-09-07;07:41:00;3;0;1;2;2;Vietiniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesi ikalne;0;;;Automobilio vairuotojas;Moteris;1980-06-03;0;Uzsegtas;Atitinka;5;Blaivus
Kauno m. sav.;2015-09-08;11:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesi ikalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1964-05-22;0;Uzsegtas;Atitinka;32;Blaivus
Kauno m. sav.;2015-09-08;13:32:00;4;0;3;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-04-02;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Kauno m. sav.;2015-09-08;15:03:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1968-01-01;0;Neuzsegtas;Neturi teises vairuoti;;Neblaivus
Kauno m. sav.;2015-09-08;16:30:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Pesciasis;Vyras;2005-11-03;0;;;;Blaivus
Kauno m. sav.;2015-09-09;14:55:00;9;0;5;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1972-08-05;0;;Atitinka;18;Blaivus
Kauno m. sav.;2015-09-10;13:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1960-01-08;0;Uzsegtas;Atitinka;32;Blaivus
